date,agent_id,team,site,account,shift,channel,program,tenure_band,ssa_n8nn_month,ssa_n8nn_calls_offered,ssa_n8nn_busy_rate_pct,daily_contacts,occupancy,aht,acw,qa,csat,fcr,escalation_rate,transfer_rate,late_count,absent_flag
2026-04-11,A007,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-04,2715000,7.9,1154.0,0.861,477.47,70.91,90.63,4.54,0.825,0.082,0.107,0.5,0
2026-04-11,A008,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-04,2715000,7.9,1235.0,0.871,443.12,65.95,92.07,4.54,0.831,0.086,0.104,0.65,0
2026-04-11,A009,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-04,2715000,7.9,1317.0,0.841,417.37,62.23,93.15,4.54,0.836,0.074,0.102,0.2,0
2026-04-11,A010,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-04,2715000,7.9,1398.0,0.851,477.47,70.91,90.63,4.54,0.825,0.078,0.116,0.35,0
2026-04-11,A011,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-04,2715000,7.9,1480.0,0.861,443.12,65.95,92.07,4.54,0.831,0.082,0.098,0.5,0
2026-04-11,A012,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-04,2715000,7.9,1561.0,0.871,417.37,62.23,93.15,4.54,0.836,0.086,0.096,0.65,0
2026-04-11,A013,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-04,2715000,7.9,1154.0,0.838,442.48,70.91,90.63,4.6,0.829,0.065,0.11,0.2,0
2026-04-11,A014,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-04,2715000,7.9,1235.0,0.848,410.72,65.95,92.07,4.6,0.835,0.069,0.107,0.35,0
2026-04-11,A015,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-04,2715000,7.9,1317.0,0.858,386.91,62.23,93.15,4.6,0.84,0.073,0.105,0.5,0
2026-04-11,A016,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-04,2715000,7.9,1398.0,0.868,442.48,70.91,90.63,4.6,0.829,0.077,0.104,0.65,0
2026-04-11,A017,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-04,2715000,7.9,1480.0,0.838,410.72,65.95,92.07,4.6,0.835,0.065,0.101,0.2,0
2026-04-11,A018,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-04,2715000,7.9,1561.0,0.848,386.91,62.23,93.15,4.6,0.84,0.069,0.099,0.35,0
2026-04-11,A019,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-04,2715000,7.9,1154.0,0.858,442.48,70.91,90.63,4.6,0.829,0.073,0.113,0.5,0
2026-04-11,A020,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-04,2715000,7.9,1235.0,0.868,410.72,65.95,92.07,4.6,0.835,0.077,0.11,0.65,0
2026-04-11,A021,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-04,2715000,7.9,1317.0,0.838,386.91,62.23,93.15,4.6,0.84,0.065,0.093,0.2,0
2026-04-11,A022,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-04,2715000,7.9,1398.0,0.848,442.48,70.91,90.63,4.6,0.829,0.069,0.107,0.35,0
2026-04-11,A023,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-04,2715000,7.9,1480.0,0.858,410.72,65.95,92.07,4.6,0.835,0.073,0.104,0.5,0
2026-04-11,A024,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-04,2715000,7.9,1561.0,0.868,386.91,62.23,93.15,4.6,0.84,0.077,0.102,0.65,0
2026-04-11,A025,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-04,2715000,7.9,1154.0,0.843,494.97,70.91,90.63,4.51,0.823,0.079,0.116,0.2,0
2026-04-11,A026,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-04,2715000,7.9,1235.0,0.853,459.33,65.95,92.07,4.51,0.829,0.083,0.098,0.35,0
2026-04-11,A027,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-04,2715000,7.9,1317.0,0.863,432.6,62.23,93.15,4.51,0.834,0.087,0.096,0.5,0
2026-04-11,A028,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-04,2715000,7.9,1398.0,0.873,494.97,70.91,90.63,4.51,0.823,0.091,0.11,0.65,0
2026-04-11,A029,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-04,2715000,7.9,1480.0,0.843,459.33,65.95,92.07,4.51,0.829,0.079,0.107,0.2,0
2026-04-11,A030,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-04,2715000,7.9,1561.0,0.853,432.6,62.23,93.15,4.51,0.834,0.083,0.105,0.35,0
2026-04-11,A031,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-04,2715000,7.9,1154.0,0.863,494.97,70.91,90.63,4.51,0.823,0.087,0.104,0.5,0
2026-04-11,A032,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-04,2715000,7.9,1235.0,0.873,459.33,65.95,92.07,4.51,0.829,0.091,0.101,0.65,0
2026-04-11,A033,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-04,2715000,7.9,1317.0,0.843,432.6,62.23,93.15,4.51,0.834,0.079,0.099,0.2,1
2026-04-11,A034,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-04,2715000,7.9,1398.0,0.853,494.97,70.91,90.63,4.51,0.823,0.083,0.113,0.35,0
2026-04-11,A035,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-04,2715000,7.9,1480.0,0.863,459.33,65.95,92.07,4.51,0.829,0.087,0.11,0.5,0
2026-04-11,A036,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-04,2715000,7.9,1561.0,0.873,432.6,62.23,93.15,4.51,0.834,0.091,0.093,0.65,0
2026-04-11,A037,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-04,2715000,7.9,1154.0,0.84,459.97,70.91,90.63,4.57,0.827,0.07,0.107,0.2,0
2026-04-11,A038,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-04,2715000,7.9,1235.0,0.85,426.93,65.95,92.07,4.57,0.833,0.074,0.104,0.35,0
2026-04-11,A039,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-04,2715000,7.9,1317.0,0.86,402.14,62.23,93.15,4.57,0.838,0.078,0.102,0.5,0
2026-04-11,A040,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-04,2715000,7.9,1398.0,0.87,459.97,70.91,90.63,4.57,0.827,0.082,0.116,0.65,0
2026-04-11,A041,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-04,2715000,7.9,1480.0,0.84,426.93,65.95,92.07,4.57,0.833,0.07,0.098,0.2,0
2026-04-11,A042,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-04,2715000,7.9,1561.0,0.85,402.14,62.23,93.15,4.57,0.838,0.074,0.096,0.35,0
2026-04-11,A043,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-04,2715000,7.9,1154.0,0.86,459.97,70.91,90.63,4.57,0.827,0.078,0.11,0.5,0
2026-04-11,A044,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-04,2715000,7.9,1235.0,0.87,426.93,65.95,92.07,4.57,0.833,0.082,0.107,0.65,0
2026-04-11,A045,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-04,2715000,7.9,1317.0,0.84,402.14,62.23,93.15,4.57,0.838,0.07,0.105,0.2,0
2026-04-11,A046,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-04,2715000,7.9,1398.0,0.85,459.97,70.91,90.63,4.57,0.827,0.074,0.104,0.35,0
2026-04-11,A047,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-04,2715000,7.9,1480.0,0.86,426.93,65.95,92.07,4.57,0.833,0.078,0.101,0.5,0
2026-04-11,A048,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-04,2715000,7.9,1561.0,0.87,402.14,62.23,93.15,4.57,0.838,0.082,0.099,0.65,0
2026-04-12,A001,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-04,2715000,7.9,1058.0,0.841,482.47,72.11,90.45,4.53,0.825,0.074,0.104,0.28,0
2026-04-12,A002,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-04,2715000,7.9,1132.0,0.851,448.12,67.15,91.89,4.53,0.831,0.078,0.101,0.43,0
2026-04-12,A003,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-04,2715000,7.9,1207.0,0.861,422.37,63.43,92.97,4.53,0.836,0.082,0.099,0.58,0
2026-04-12,A004,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-04,2715000,7.9,1282.0,0.871,482.47,72.11,90.45,4.53,0.825,0.086,0.113,0.73,0
2026-04-12,A005,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-04,2715000,7.9,1356.0,0.841,448.12,67.15,91.89,4.53,0.831,0.074,0.11,0.28,0
2026-04-12,A006,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-04,2715000,7.9,1431.0,0.851,422.37,63.43,92.97,4.53,0.836,0.078,0.093,0.43,0
2026-04-12,A007,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-04,2715000,7.9,1058.0,0.861,482.47,72.11,90.45,4.53,0.825,0.082,0.107,0.58,0
2026-04-12,A008,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-04,2715000,7.9,1132.0,0.871,448.12,67.15,91.89,4.53,0.831,0.086,0.104,0.73,0
2026-04-12,A009,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-04,2715000,7.9,1207.0,0.841,422.37,63.43,92.97,4.53,0.836,0.074,0.102,0.28,0
2026-04-12,A010,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-04,2715000,7.9,1282.0,0.851,482.47,72.11,90.45,4.53,0.825,0.078,0.116,0.43,0
2026-04-12,A011,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-04,2715000,7.9,1356.0,0.861,448.12,67.15,91.89,4.53,0.831,0.082,0.098,0.58,0
2026-04-12,A012,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-04,2715000,7.9,1431.0,0.871,422.37,63.43,92.97,4.53,0.836,0.086,0.096,0.73,0
2026-04-12,A013,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-04,2715000,7.9,1058.0,0.838,447.48,72.11,90.45,4.59,0.829,0.065,0.11,0.28,0
2026-04-12,A014,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-04,2715000,7.9,1132.0,0.848,415.72,67.15,91.89,4.59,0.835,0.069,0.107,0.43,0
2026-04-12,A015,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-04,2715000,7.9,1207.0,0.858,391.91,63.43,92.97,4.59,0.84,0.073,0.105,0.58,1
2026-04-12,A016,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-04,2715000,7.9,1282.0,0.868,447.48,72.11,90.45,4.59,0.829,0.077,0.104,0.73,0
2026-04-12,A017,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-04,2715000,7.9,1356.0,0.838,415.72,67.15,91.89,4.59,0.835,0.065,0.101,0.28,0
2026-04-12,A018,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-04,2715000,7.9,1431.0,0.848,391.91,63.43,92.97,4.59,0.84,0.069,0.099,0.43,0
2026-04-12,A019,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-04,2715000,7.9,1058.0,0.858,447.48,72.11,90.45,4.59,0.829,0.073,0.113,0.58,0
2026-04-12,A020,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-04,2715000,7.9,1132.0,0.868,415.72,67.15,91.89,4.59,0.835,0.077,0.11,0.73,0
2026-04-12,A021,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-04,2715000,7.9,1207.0,0.838,391.91,63.43,92.97,4.59,0.84,0.065,0.093,0.28,0
2026-04-12,A022,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-04,2715000,7.9,1282.0,0.848,447.48,72.11,90.45,4.59,0.829,0.069,0.107,0.43,0
2026-04-12,A023,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-04,2715000,7.9,1356.0,0.858,415.72,67.15,91.89,4.59,0.835,0.073,0.104,0.58,0
2026-04-12,A024,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-04,2715000,7.9,1431.0,0.868,391.91,63.43,92.97,4.59,0.84,0.077,0.102,0.73,0
2026-04-12,A025,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-04,2715000,7.9,1058.0,0.843,499.97,72.11,90.45,4.5,0.823,0.079,0.116,0.28,0
2026-04-12,A026,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-04,2715000,7.9,1132.0,0.853,464.33,67.15,91.89,4.5,0.829,0.083,0.098,0.43,0
2026-04-12,A027,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-04,2715000,7.9,1207.0,0.863,437.6,63.43,92.97,4.5,0.834,0.087,0.096,0.58,0
2026-04-12,A028,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-04,2715000,7.9,1282.0,0.873,499.97,72.11,90.45,4.5,0.823,0.091,0.11,0.73,0
2026-04-12,A029,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-04,2715000,7.9,1356.0,0.843,464.33,67.15,91.89,4.5,0.829,0.079,0.107,0.28,0
2026-04-12,A030,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-04,2715000,7.9,1431.0,0.853,437.6,63.43,92.97,4.5,0.834,0.083,0.105,0.43,0
2026-04-12,A031,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-04,2715000,7.9,1058.0,0.863,499.97,72.11,90.45,4.5,0.823,0.087,0.104,0.58,0
2026-04-12,A032,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-04,2715000,7.9,1132.0,0.873,464.33,67.15,91.89,4.5,0.829,0.091,0.101,0.73,0
2026-04-12,A033,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-04,2715000,7.9,1207.0,0.843,437.6,63.43,92.97,4.5,0.834,0.079,0.099,0.28,0
2026-04-12,A034,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-04,2715000,7.9,1282.0,0.853,499.97,72.11,90.45,4.5,0.823,0.083,0.113,0.43,0
2026-04-12,A035,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-04,2715000,7.9,1356.0,0.863,464.33,67.15,91.89,4.5,0.829,0.087,0.11,0.58,0
2026-04-12,A036,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-04,2715000,7.9,1431.0,0.873,437.6,63.43,92.97,4.5,0.834,0.091,0.093,0.73,0
2026-04-12,A037,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-04,2715000,7.9,1058.0,0.84,464.97,72.11,90.45,4.56,0.827,0.07,0.107,0.28,0
2026-04-12,A038,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-04,2715000,7.9,1132.0,0.85,431.93,67.15,91.89,4.56,0.833,0.074,0.104,0.43,0
2026-04-12,A039,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-04,2715000,7.9,1207.0,0.86,407.14,63.43,92.97,4.56,0.838,0.078,0.102,0.58,0
2026-04-12,A040,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-04,2715000,7.9,1282.0,0.87,464.97,72.11,90.45,4.56,0.827,0.082,0.116,0.73,0
2026-04-12,A041,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-04,2715000,7.9,1356.0,0.84,431.93,67.15,91.89,4.56,0.833,0.07,0.098,0.28,0
2026-04-12,A042,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-04,2715000,7.9,1431.0,0.85,407.14,63.43,92.97,4.56,0.838,0.074,0.096,0.43,0
2026-04-12,A043,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-04,2715000,7.9,1058.0,0.86,464.97,72.11,90.45,4.56,0.827,0.078,0.11,0.58,0
2026-04-12,A044,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-04,2715000,7.9,1132.0,0.87,431.93,67.15,91.89,4.56,0.833,0.082,0.107,0.73,0
2026-04-12,A045,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-04,2715000,7.9,1207.0,0.84,407.14,63.43,92.97,4.56,0.838,0.07,0.105,0.28,0
2026-04-12,A046,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-04,2715000,7.9,1282.0,0.85,464.97,72.11,90.45,4.56,0.827,0.074,0.104,0.43,0
2026-04-12,A047,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-04,2715000,7.9,1356.0,0.86,431.93,67.15,91.89,4.56,0.833,0.078,0.101,0.58,0
2026-04-12,A048,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-04,2715000,7.9,1431.0,0.87,407.14,63.43,92.97,4.56,0.838,0.082,0.099,0.73,0
2026-04-13,A001,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-04,2715000,7.9,1731.0,0.841,487.47,73.31,90.27,4.52,0.825,0.074,0.104,0.36,0
2026-04-13,A002,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-04,2715000,7.9,1853.0,0.851,453.12,68.35,91.71,4.52,0.831,0.078,0.101,0.51,0
2026-04-13,A003,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-04,2715000,7.9,1975.0,0.861,427.37,64.63,92.79,4.52,0.836,0.082,0.099,0.66,0
2026-04-13,A004,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-04,2715000,7.9,2097.0,0.871,487.47,73.31,90.27,4.52,0.825,0.086,0.113,0.81,0
2026-04-13,A005,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-04,2715000,7.9,2220.0,0.841,453.12,68.35,91.71,4.52,0.831,0.074,0.11,0.36,0
2026-04-13,A006,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-04,2715000,7.9,2342.0,0.851,427.37,64.63,92.79,4.52,0.836,0.078,0.093,0.51,0
2026-04-13,A007,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-04,2715000,7.9,1731.0,0.861,487.47,73.31,90.27,4.52,0.825,0.082,0.107,0.66,0
2026-04-13,A008,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-04,2715000,7.9,1853.0,0.871,453.12,68.35,91.71,4.52,0.831,0.086,0.104,0.81,0
2026-04-13,A009,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-04,2715000,7.9,1975.0,0.841,427.37,64.63,92.79,4.52,0.836,0.074,0.102,0.36,0
2026-04-13,A010,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-04,2715000,7.9,2097.0,0.851,487.47,73.31,90.27,4.52,0.825,0.078,0.116,0.51,0
2026-04-13,A011,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-04,2715000,7.9,2220.0,0.861,453.12,68.35,91.71,4.52,0.831,0.082,0.098,0.66,0
2026-04-13,A012,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-04,2715000,7.9,2342.0,0.871,427.37,64.63,92.79,4.52,0.836,0.086,0.096,0.81,0
2026-04-13,A013,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-04,2715000,7.9,1731.0,0.838,452.48,73.31,90.27,4.58,0.829,0.065,0.11,0.36,0
2026-04-13,A014,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-04,2715000,7.9,1853.0,0.848,420.72,68.35,91.71,4.58,0.835,0.069,0.107,0.51,0
2026-04-13,A015,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-04,2715000,7.9,1975.0,0.858,396.91,64.63,92.79,4.58,0.84,0.073,0.105,0.66,0
2026-04-13,A016,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-04,2715000,7.9,2097.0,0.868,452.48,73.31,90.27,4.58,0.829,0.077,0.104,0.81,0
2026-04-13,A017,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-04,2715000,7.9,2220.0,0.838,420.72,68.35,91.71,4.58,0.835,0.065,0.101,0.36,0
2026-04-13,A018,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-04,2715000,7.9,2342.0,0.848,396.91,64.63,92.79,4.58,0.84,0.069,0.099,0.51,0
2026-04-13,A019,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-04,2715000,7.9,1731.0,0.858,452.48,73.31,90.27,4.58,0.829,0.073,0.113,0.66,0
2026-04-13,A020,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-04,2715000,7.9,1853.0,0.868,420.72,68.35,91.71,4.58,0.835,0.077,0.11,0.81,0
2026-04-13,A021,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-04,2715000,7.9,1975.0,0.838,396.91,64.63,92.79,4.58,0.84,0.065,0.093,0.36,0
2026-04-13,A022,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-04,2715000,7.9,2097.0,0.848,452.48,73.31,90.27,4.58,0.829,0.069,0.107,0.51,0
2026-04-13,A023,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-04,2715000,7.9,2220.0,0.858,420.72,68.35,91.71,4.58,0.835,0.073,0.104,0.66,0
2026-04-13,A024,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-04,2715000,7.9,2342.0,0.868,396.91,64.63,92.79,4.58,0.84,0.077,0.102,0.81,0
2026-04-13,A025,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-04,2715000,7.9,1731.0,0.843,504.97,73.31,90.27,4.49,0.823,0.079,0.116,0.36,0
2026-04-13,A026,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-04,2715000,7.9,1853.0,0.853,469.33,68.35,91.71,4.49,0.829,0.083,0.098,0.51,0
2026-04-13,A027,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-04,2715000,7.9,1975.0,0.863,442.6,64.63,92.79,4.49,0.834,0.087,0.096,0.66,0
2026-04-13,A028,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-04,2715000,7.9,2097.0,0.873,504.97,73.31,90.27,4.49,0.823,0.091,0.11,0.81,0
2026-04-13,A029,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-04,2715000,7.9,2220.0,0.843,469.33,68.35,91.71,4.49,0.829,0.079,0.107,0.36,0
2026-04-13,A030,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-04,2715000,7.9,2342.0,0.853,442.6,64.63,92.79,4.49,0.834,0.083,0.105,0.51,0
2026-04-13,A031,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-04,2715000,7.9,1731.0,0.863,504.97,73.31,90.27,4.49,0.823,0.087,0.104,0.66,0
2026-04-13,A032,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-04,2715000,7.9,1853.0,0.873,469.33,68.35,91.71,4.49,0.829,0.091,0.101,0.81,0
2026-04-13,A033,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-04,2715000,7.9,1975.0,0.843,442.6,64.63,92.79,4.49,0.834,0.079,0.099,0.36,0
2026-04-13,A034,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-04,2715000,7.9,2097.0,0.853,504.97,73.31,90.27,4.49,0.823,0.083,0.113,0.51,0
2026-04-13,A035,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-04,2715000,7.9,2220.0,0.863,469.33,68.35,91.71,4.49,0.829,0.087,0.11,0.66,0
2026-04-13,A036,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-04,2715000,7.9,2342.0,0.873,442.6,64.63,92.79,4.49,0.834,0.091,0.093,0.81,0
2026-04-13,A037,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-04,2715000,7.9,1731.0,0.84,469.97,73.31,90.27,4.55,0.827,0.07,0.107,0.36,0
2026-04-13,A038,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-04,2715000,7.9,1853.0,0.85,436.93,68.35,91.71,4.55,0.833,0.074,0.104,0.51,0
2026-04-13,A039,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-04,2715000,7.9,1975.0,0.86,412.14,64.63,92.79,4.55,0.838,0.078,0.102,0.66,0
2026-04-13,A040,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-04,2715000,7.9,2097.0,0.87,469.97,73.31,90.27,4.55,0.827,0.082,0.116,0.81,0
2026-04-13,A041,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-04,2715000,7.9,2220.0,0.84,436.93,68.35,91.71,4.55,0.833,0.07,0.098,0.36,0
2026-04-13,A042,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-04,2715000,7.9,2342.0,0.85,412.14,64.63,92.79,4.55,0.838,0.074,0.096,0.51,0
2026-04-13,A043,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-04,2715000,7.9,1731.0,0.86,469.97,73.31,90.27,4.55,0.827,0.078,0.11,0.66,0
2026-04-13,A044,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-04,2715000,7.9,1853.0,0.87,436.93,68.35,91.71,4.55,0.833,0.082,0.107,0.81,0
2026-04-13,A045,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-04,2715000,7.9,1975.0,0.84,412.14,64.63,92.79,4.55,0.838,0.07,0.105,0.36,0
2026-04-13,A046,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-04,2715000,7.9,2097.0,0.85,469.97,73.31,90.27,4.55,0.827,0.074,0.104,0.51,0
2026-04-13,A047,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-04,2715000,7.9,2220.0,0.86,436.93,68.35,91.71,4.55,0.833,0.078,0.101,0.66,0
2026-04-13,A048,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-04,2715000,7.9,2342.0,0.87,412.14,64.63,92.79,4.55,0.838,0.082,0.099,0.81,0
2026-04-14,A001,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-04,2715000,7.9,1667.0,0.841,492.47,74.51,90.09,4.51,0.825,0.074,0.104,0.44,0
2026-04-14,A002,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-04,2715000,7.9,1784.0,0.851,458.12,69.55,91.53,4.51,0.831,0.078,0.101,0.59,0
2026-04-14,A003,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-04,2715000,7.9,1902.0,0.861,432.37,65.83,92.61,4.51,0.836,0.082,0.099,0.74,0
2026-04-14,A004,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-04,2715000,7.9,2020.0,0.871,492.47,74.51,90.09,4.51,0.825,0.086,0.113,0.89,0
2026-04-14,A005,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-04,2715000,7.9,2137.0,0.841,458.12,69.55,91.53,4.51,0.831,0.074,0.11,0.44,0
